"Statistic Label","County","Detailed Occupational Group","Year","UNIT","VALUE"
"Median Earned Income","Kildare","Office managers","2016","Euro","31227"
"Median Earned Income","Kildare","Office supervisors","2016","Euro","36208"
"Median Earned Income","Kildare","Officers in armed forces","2016","Euro","64738"
"Median Earned Income","Kildare","Officers of non-governmental organisations","2016","Euro","38785"
"Median Earned Income","Kildare","Actuaries, economists and statisticians (incl. Business and related research professionals)","2016","Euro","37325"
"Median Earned Income","Kildare","Bakers and flour confectioners","2016","Euro","23290"
"Median Earned Income","Kildare","Opticians","2016","Euro","66590"
"Median Earned Income","Kildare","Other administrative occupations n.e.c. (incl. Records clerks and assistants, Library clerks and assistants and Typists and related keyboard occupations)","2016","Euro","28124"
"Median Earned Income","Kildare","Other drivers and transport operatives n.e.c.","2016","Euro","33999"
"Median Earned Income","Kildare","Other elementary services occupations n.e.c.","2016","Euro","16534"
"Median Earned Income","Kildare","Other skilled trades n.e.c.","2016","Euro","27455"
"Median Earned Income","Kildare","Packers, bottlers, canners and fillers","2016","Euro","20457"
"Median Earned Income","Kildare","Painters and decorators","2016","Euro","29478"
"Median Earned Income","Kildare","Paper and wood machine operatives","2016","Euro","28199"
"Median Earned Income","Kildare","Paramedics","2016","Euro","59968"
"Median Earned Income","Kildare","Parking and civil enforcement occupations","2016","Euro",""
"Median Earned Income","Kildare","Bank and post office clerks","2016","Euro","30487"
"Median Earned Income","Kildare","Pensions and insurance clerks and assistants","2016","Euro","34193"
"Median Earned Income","Kildare","Pest control officers","2016","Euro","30129"
"Median Earned Income","Kildare","Pharmaceutical technicians","2016","Euro","27545"
"Median Earned Income","Kildare","Pharmacists","2016","Euro","61154"
"Median Earned Income","Kildare","Pharmacy and other dispensing assistants","2016","Euro","20104"
"Median Earned Income","Kildare","Photographers, audio-visual and broadcasting equipment operators","2016","Euro","23190"
"Median Earned Income","Kildare","Physical scientists","2016","Euro","45146"
"Median Earned Income","Kildare","Physiotherapists","2016","Euro","41334"
"Median Earned Income","Kildare","Pipe fitters","2016","Euro","41575"
"Median Earned Income","Kildare","Planning, process and production technicians","2016","Euro","60421"
"Median Earned Income","Kildare","Bar staff","2016","Euro","16958"
"Median Earned Income","Kildare","Plant and machine operatives n.e.c. (incl. Process operatives n.e.c.)","2016","Euro","27272"
"Median Earned Income","Kildare","Plasterers","2016","Euro","27869"
"Median Earned Income","Kildare","Plastics process operatives","2016","Euro","36679"
"Median Earned Income","Kildare","Plumbers and heating and ventilating engineers","2016","Euro","39566"
"Median Earned Income","Kildare","Podiatrists","2016","Euro",""
"Median Earned Income","Kildare","Police officers (sergeant and below)","2016","Euro","63143"
"Median Earned Income","Kildare","Postal workers, mail sorters, messengers and couriers","2016","Euro","38602"
"Median Earned Income","Kildare","Precision instrument makers and repairers","2016","Euro","46350"
"Median Earned Income","Kildare","Primary and nursery education teaching professionals","2016","Euro","44928"
"Median Earned Income","Kildare","Print finishing and binding workers","2016","Euro",""
"Median Earned Income","Kildare","Barristers and judges (incl. Solicitors)","2016","Euro","58853"
"Median Earned Income","Kildare","Printers (incl. Pre-press technicians and Printing machine assistants)","2016","Euro","28168"
"Median Earned Income","Kildare","Prison service officers (below principal officer)","2016","Euro",""
"Median Earned Income","Kildare","Probation officers","2016","Euro",""
"Median Earned Income","Kildare","Production and process engineers","2016","Euro","74111"
"Median Earned Income","Kildare","Production managers and directors in construction","2016","Euro","61041"
"Median Earned Income","Kildare","Production managers and directors in manufacturing","2016","Euro","72018"
"Median Earned Income","Kildare","Programmers and software development professionals","2016","Euro","62079"
"Median Earned Income","Kildare","Protective service associate professionals n.e.c.","2016","Euro","35582"
"Median Earned Income","Kildare","Psychologists","2016","Euro","46508"
"Median Earned Income","Kildare","Public relations professionals","2016","Euro","35779"
"Median Earned Income","Kildare","Biological scientists and biochemists","2016","Euro","43898"
"Median Earned Income","Kildare","Public services associate professionals","2016","Euro","53532"
"Median Earned Income","Kildare","Publicans and managers of licensed premises","2016","Euro","34337"
"Median Earned Income","Kildare","Purchasing managers and directors","2016","Euro","61557"
"Median Earned Income","Kildare","Quality assurance and regulatory professionals","2016","Euro","60000"
"Median Earned Income","Kildare","Quality assurance technicians","2016","Euro","45382"
"Median Earned Income","Kildare","Quality control and planning engineers","2016","Euro","71026"
"Median Earned Income","Kildare","Quarry workers and related operatives","2016","Euro","38753"
"Median Earned Income","Kildare","Rail and rolling stock builders and repairers","2016","Euro",""
"Median Earned Income","Kildare","Rail construction and maintenance operatives","2016","Euro",""
"Median Earned Income","Kildare","Rail transport operatives","2016","Euro","46247"
"Median Earned Income","Kildare","Boat and ship builders and repairers","2016","Euro",""
"Median Earned Income","Kildare","Rail travel assistants","2016","Euro",""
"Median Earned Income","Kildare","Refuse and salvage occupations","2016","Euro","22768"
"Median Earned Income","Kildare","Research and development managers","2016","Euro","57985"
"Median Earned Income","Kildare","Residential, day and domiciliary care managers and proprietors","2016","Euro","44807"
"Median Earned Income","Kildare","Restaurant and catering establishment managers and proprietors","2016","Euro","23239"
"Median Earned Income","Kildare","Road construction operatives","2016","Euro","35680"
"Median Earned Income","Kildare","Roofers, roof tilers and slaters","2016","Euro",""
"Median Earned Income","Kildare","Roundspersons and van salespersons","2016","Euro","10351"
"Median Earned Income","Kildare","Routine inspectors and testers","2016","Euro","30537"
"Median Earned Income","Kildare","Rubber process operatives","2016","Euro",""
"Median Earned Income","Kildare","Book-keepers, payroll managers and wages clerks","2016","Euro","26000"
"Median Earned Income","Kildare","Sales accounts and business development managers","2016","Euro","59211"
"Median Earned Income","Kildare","Sales administrators","2016","Euro","27251"
"Median Earned Income","Kildare","Sales and retail assistants, cashiers and checkout operators (incl. Shelf fillers)","2016","Euro","17338"
"Median Earned Income","Kildare","Sales related occupations n.e.c. (incl. Estimators, valuers and assessors and Collector salespersons and credit agents)","2016","Euro","35110"
"Median Earned Income","Kildare","Sales supervisors","2016","Euro","23896"
"Median Earned Income","Kildare","School midday and crossing patrol occupations","2016","Euro","9296"
"Median Earned Income","Kildare","Science, engineering and production technicians n.e.c.","2016","Euro","41677"
"Median Earned Income","Kildare","Secondary education teaching professionals","2016","Euro","51247"
"Median Earned Income","Kildare","Secretarial and related occupations","2016","Euro","21143"
"Median Earned Income","Kildare","Security guards and related occupations","2016","Euro","27193"
"Median Earned Income","Kildare","Bricklayers and masons","2016","Euro","25186"
"Median Earned Income","Kildare","Senior care workers","2016","Euro",""
"Median Earned Income","Kildare","Senior police officers","2016","Euro",""
"Median Earned Income","Kildare","Senior professionals of educational establishments","2016","Euro","76052"
"Median Earned Income","Kildare","Sewing machinists","2016","Euro","15929"
"Median Earned Income","Kildare","Sheet metal workers","2016","Euro","34395"
"Median Earned Income","Kildare","Ship and hovercraft officers","2016","Euro",""
"Median Earned Income","Kildare","Shopkeepers and proprietors – wholesale and retail","2016","Euro","25759"
"Median Earned Income","Kildare","Skilled metal, electrical and electronic trades supervisors","2016","Euro","44198"
"Median Earned Income","Kildare","Skilled workers in horse-racing and related industries","2016","Euro","29564"
"Median Earned Income","Kildare","Smiths and forge workers (incl. Metal plate workers, and riveters)","2016","Euro",""
"Median Earned Income","Kildare","Brokers","2016","Euro","36699"
"Median Earned Income","Kildare","Social and humanities scientists","2016","Euro",""
"Median Earned Income","Kildare","Social services managers and directors","2016","Euro","51620"
"Median Earned Income","Kildare","Social workers","2016","Euro","44722"
"Median Earned Income","Kildare","Speech and language therapists","2016","Euro","43929"
"Median Earned Income","Kildare","Sports and leisure assistants","2016","Euro","18977"
"Median Earned Income","Kildare","Sports coaches, instructors and officials","2016","Euro","15653"
"Median Earned Income","Kildare","Sports players","2016","Euro","23566"
"Median Earned Income","Kildare","Stock control clerks and assistants","2016","Euro","30153"
"Median Earned Income","Kildare","Street cleaners","2016","Euro",""
"Median Earned Income","Kildare","Tailors and dressmakers","2016","Euro","19790"
"Median Earned Income","Kildare","Building and civil engineering technicians (incl. Engineering technicians)","2016","Euro","64949"
"Median Earned Income","Kildare","Taxi and cab drivers and chauffeurs","2016","Euro","12570"
"Median Earned Income","Kildare","Teaching assistants","2016","Euro","7318"
"Median Earned Income","Kildare","Teaching, special needs, and other educational professionals n.e.c.","2016","Euro","27129"
"Median Earned Income","Kildare","Telecommunications engineers","2016","Euro","42119"
"Median Earned Income","Kildare","Telephone salespersons","2016","Euro","28026"
"Median Earned Income","Kildare","Telephonists","2016","Euro","17129"
"Median Earned Income","Kildare","Textile process operatives","2016","Euro","19020"
"Median Earned Income","Kildare","Textiles, garments and related trades n.e.c.","2016","Euro",""
"Median Earned Income","Kildare","Therapy professionals n.e.c.","2016","Euro","19235"
"Median Earned Income","Kildare","Tool makers, tool fitters and markers-out","2016","Euro","40495"
"Median Earned Income","Kildare","Advertising accounts managers and creative directors","2016","Euro","50683"
"Median Earned Income","Kildare","Bus and coach drivers","2016","Euro","16387"
"Median Earned Income","Kildare","Train and tram drivers","2016","Euro",""
"Median Earned Income","Kildare","Transport and distribution clerks and assistants","2016","Euro","33184"
"Median Earned Income","Kildare","Travel agency managers and proprietors","2016","Euro",""
"Median Earned Income","Kildare","Travel agents","2016","Euro","21497"
"Median Earned Income","Kildare","TV, video and audio engineers","2016","Euro",""
"Median Earned Income","Kildare","Undertakers, mortuary and crematorium assistants","2016","Euro",""
"Median Earned Income","Kildare","Upholsterers","2016","Euro","22843"
"Median Earned Income","Kildare","Van drivers","2016","Euro","25420"
"Median Earned Income","Kildare","Vehicle and parts salespersons and advisers","2016","Euro","34423"
"Median Earned Income","Kildare","Vehicle body builders and repairers (incl. Vehicle paint technicians)","2016","Euro","26594"
"Median Earned Income","Kildare","Business and financial project management professionals","2016","Euro","60055"
"Median Earned Income","Kildare","Vehicle technicians, mechanics and electricians (incl. Tyre, exhaust and windscreen fitters)","2016","Euro","29235"
"Median Earned Income","Kildare","Vehicle valeters and cleaners","2016","Euro","15906"
"Median Earned Income","Kildare","Veterinarians","2016","Euro","54051"
"Median Earned Income","Kildare","Veterinary nurses","2016","Euro","26251"
"Median Earned Income","Kildare","Vocational and industrial trainers and instructors","2016","Euro","37958"
"Median Earned Income","Kildare","Waiters and waitresses","2016","Euro","13838"
"Median Earned Income","Kildare","Waste disposal and environmental services managers","2016","Euro","45293"
"Median Earned Income","Kildare","Water and sewerage plant operatives","2016","Euro","43516"
"Median Earned Income","Kildare","Weavers and knitters","2016","Euro",""
"Median Earned Income","Kildare","Web design and development professionals","2016","Euro","34708"
"Median Earned Income","Kildare","Business and related associate professionals n.e.c.","2016","Euro","33722"
"Median Earned Income","Kildare","Weighers, graders and sorters","2016","Euro",""
"Median Earned Income","Kildare","Welding trades (incl. Steel erectors)","2016","Euro","31346"
"Median Earned Income","Kildare","Welfare and housing associate professionals n.e.c.","2016","Euro","49419"
"Median Earned Income","Kildare","Welfare professionals n.e.c.","2016","Euro",""
"Median Earned Income","Kildare","Window cleaners","2016","Euro",""
"Median Earned Income","Kildare","Youth and community workers","2016","Euro","33627"
"Median Earned Income","Kildare","Business sales executives","2016","Euro","34520"
"Median Earned Income","Kildare","Business, research and administrative professionals n.e.c.","2016","Euro",""
"Median Earned Income","Kildare","Butchers","2016","Euro","25121"
"Median Earned Income","Kildare","Buyers and procurement officers","2016","Euro","43927"
"Median Earned Income","Kildare","Call and contact centre occupations","2016","Euro","24219"
"Median Earned Income","Kildare","Care escorts","2016","Euro","10844"
"Median Earned Income","Kildare","Care workers and home carers","2016","Euro","25628"
"Median Earned Income","Kildare","Advertising and public relations directors","2016","Euro",""
"Median Earned Income","Kildare","Careers advisers and vocational guidance specialists","2016","Euro","45719"
"Median Earned Income","Kildare","Caretakers","2016","Euro","18673"
"Median Earned Income","Kildare","Carpenters and joiners","2016","Euro","25751"
"Median Earned Income","Kildare","Catering and bar managers","2016","Euro","30455"
"Median Earned Income","Kildare","Chartered and certified accountants and taxation experts","2016","Euro","50440"
"Median Earned Income","Kildare","Chartered architectural technologists","2016","Euro",""
"Median Earned Income","Kildare","Chefs","2016","Euro","23189"
"Median Earned Income","Kildare","Chemical and related process operatives","2016","Euro","48432"
"Median Earned Income","Kildare","Chemical scientists","2016","Euro","52686"
"Median Earned Income","Kildare","Chief executives","2016","Euro","119071"
"Median Earned Income","Kildare","Agricultural and fishing trades n.e.c.","2016","Euro",""
"Median Earned Income","Kildare","Child and early years officers","2016","Euro",""
"Median Earned Income","Kildare","Childminders and related occupations","2016","Euro","14601"
"Median Earned Income","Kildare","Civil and public service AP, PO and equivalent grades (incl. Senior officers in fire, ambulance, prison and related services)","2016","Euro","72533"
"Median Earned Income","Kildare","Civil and public service Assistant Secretary and above and senior officials","2016","Euro",""
"Median Earned Income","Kildare","Civil engineers","2016","Euro","57581"
"Median Earned Income","Kildare","Cleaners and domestics","2016","Euro","12238"
"Median Earned Income","Kildare","Cleaning and housekeeping managers and supervisors","2016","Euro","23339"
"Median Earned Income","Kildare","Clergy","2016","Euro","24038"
"Median Earned Income","Kildare","Coal mine operatives","2016","Euro",""
"Median Earned Income","Kildare","Communication operators","2016","Euro","32282"
"Median Earned Income","Kildare","Agricultural machinery drivers","2016","Euro",""
"Median Earned Income","Kildare","Conference and exhibition managers and organisers","2016","Euro","25998"
"Median Earned Income","Kildare","Conservation and environmental associate professionals","2016","Euro","38786"
"Median Earned Income","Kildare","Conservation professionals","2016","Euro",""
"Median Earned Income","Kildare","Construction and building trades n.e.c.","2016","Euro","32069"
"Median Earned Income","Kildare","Construction and building trades supervisors","2016","Euro","46553"
"Median Earned Income","Kildare","Construction operatives n.e.c. (incl. Scaffolders, stagers and riggers)","2016","Euro","32310"
"Median Earned Income","Kildare","Construction project managers and related professionals","2016","Euro","73303"
"Median Earned Income","Kildare","Cooks","2016","Euro","15179"
"Median Earned Income","Kildare","Counsellors","2016","Euro","26112"
"Median Earned Income","Kildare","Crane drivers","2016","Euro",""
"Median Earned Income","Kildare","Air transport operatives","2016","Euro",""
"Median Earned Income","Kildare","Credit controllers","2016","Euro","29797"
"Median Earned Income","Kildare","Customer service managers and supervisors","2016","Euro","34319"
"Median Earned Income","Kildare","Customer service occupations n.e.c.","2016","Euro","25263"
"Median Earned Income","Kildare","Debt, rent and other cash collectors","2016","Euro","30952"
"Median Earned Income","Kildare","Dental practitioners","2016","Euro","96169"
"Median Earned Income","Kildare","Design and development engineers","2016","Euro","50599"
"Median Earned Income","Kildare","Driving instructors","2016","Euro","20167"
"Median Earned Income","Kildare","Education advisers and school inspectors","2016","Euro","49682"
"Median Earned Income","Kildare","Educational support assistants","2016","Euro","29686"
"Median Earned Income","Kildare","Elected officers and representatives","2016","Euro",""
"Median Earned Income","Kildare","Air travel assistants","2016","Euro",""
"Median Earned Income","Kildare","Electrical and electronic trades n.e.c.","2016","Euro","58385"
"Median Earned Income","Kildare","Electrical and electronics technicians","2016","Euro","70755"
"Median Earned Income","Kildare","Electrical engineers (incl. Electronics engineers)","2016","Euro","69641"
"Median Earned Income","Kildare","Electricians and electrical fitters","2016","Euro","42071"
"Median Earned Income","Kildare","Electroplaters","2016","Euro",""
"Median Earned Income","Kildare","Elementary administration occupations n.e.c.","2016","Euro",""
"Median Earned Income","Kildare","Elementary cleaning occupations n.e.c.","2016","Euro",""
"Median Earned Income","Kildare","Elementary construction occupations","2016","Euro","35254"
"Median Earned Income","Kildare","Elementary occupations in horse-racing and related industries","2016","Euro","28714"
"Median Earned Income","Kildare","Elementary process plant occupations n.e.c.","2016","Euro","26993"
"Median Earned Income","Kildare","Air-conditioning and refrigeration engineers","2016","Euro","26500"
"Median Earned Income","Kildare","Elementary sales occupations n.e.c.","2016","Euro",""
"Median Earned Income","Kildare","Elementary security occupations n.e.c.","2016","Euro",""
"Median Earned Income","Kildare","Elementary storage occupations","2016","Euro","27288"
"Median Earned Income","Kildare","Energy plant operatives","2016","Euro",""
"Median Earned Income","Kildare","Engineering professionals n.e.c.","2016","Euro","56100"
"Median Earned Income","Kildare","Environment professionals","2016","Euro","45735"
"Median Earned Income","Kildare","Environmental health professionals","2016","Euro","53364"
"Median Earned Income","Kildare","Estate agents and auctioneers","2016","Euro","38500"
"Median Earned Income","Kildare","Farm workers","2016","Euro","23249"
"Median Earned Income","Kildare","Farmers","2016","Euro","26049"
"Median Earned Income","Kilkenny","Actors, entertainers and presenters (incl. Dancers and choreographers and Musicians)","2016","Euro","14936"
"Median Earned Income","Kilkenny","Aircraft maintenance and related trades","2016","Euro",""
"Median Earned Income","Kilkenny","Finance and investment analysts and advisers","2016","Euro","31820"
"Median Earned Income","Kilkenny","Finance officers","2016","Euro","38265"
"Median Earned Income","Kilkenny","Financial accounts managers","2016","Euro","37569"
"Median Earned Income","Kilkenny","Financial administrative occupations n.e.c.","2016","Euro","27750"
"Median Earned Income","Kilkenny","Financial and accounting technicians","2016","Euro","25827"
"Median Earned Income","Kilkenny","Financial institution managers and directors","2016","Euro","58610"
"Median Earned Income","Kilkenny","Financial managers and directors","2016","Euro","49177"
"Median Earned Income","Kilkenny","Fire service officers (watch manager and below)","2016","Euro","40989"
"Median Earned Income","Kilkenny","Fishing and other elementary agriculture occupations n.e.c.","2016","Euro","17271"
"Median Earned Income","Kilkenny","Fishmongers and poultry dressers","2016","Euro",""
"Median Earned Income","Kilkenny","Aircraft pilots and flight engineers (incl. Air traffic controllers)","2016","Euro",""
"Median Earned Income","Kilkenny","Fitness instructors","2016","Euro","18239"
"Median Earned Income","Kilkenny","Floorers and wall tilers","2016","Euro",""
"Median Earned Income","Kilkenny","Florists","2016","Euro","14317"
"Median Earned Income","Kilkenny","Food, drink and tobacco process operatives","2016","Euro","26716"
"Median Earned Income","Kilkenny","Footwear and leather working trades","2016","Euro",""
"Median Earned Income","Kilkenny","Forestry workers","2016","Euro","32160"
"Median Earned Income","Kilkenny","Fork-lift truck drivers","2016","Euro","29224"
"Median Earned Income","Kilkenny","Functional managers and directors n.e.c.","2016","Euro","57233"
"Median Earned Income","Kilkenny","Furniture makers and other craft woodworkers","2016","Euro","17296"
"Median Earned Income","Kilkenny","Further and higher education teaching professionals","2016","Euro","40373"
"Median Earned Income","Kilkenny","Animal care services occupations n.e.c.","2016","Euro","14139"
"Median Earned Income","Kilkenny","Garage managers and proprietors","2016","Euro","35545"
"Median Earned Income","Kilkenny","Gardeners and landscape gardeners","2016","Euro","19587"
"Median Earned Income","Kilkenny","Glass and ceramics makers, decorators and finishers (incl. Glass and ceramics process operatives)","2016","Euro","18131"
"Median Earned Income","Kilkenny","Glaziers, window fabricators and fitters","2016","Euro","20548"
"Median Earned Income","Kilkenny","Graphic designers (incl. Product, clothing and related designers)","2016","Euro","20504"
"Median Earned Income","Kilkenny","Groundsmen and greenkeepers","2016","Euro","23234"
"Median Earned Income","Kilkenny","Hairdressers and related services (incl. Hairdressing and beauty salon managers and proprietors)","2016","Euro","15960"
"Median Earned Income","Kilkenny","Health and safety officers","2016","Euro","34748"
"Median Earned Income","Kilkenny","Health associate professionals n.e.c.","2016","Euro","17550"
"Median Earned Income","Kilkenny","Health care practice managers","2016","Euro","29775"
"Median Earned Income","Kilkenny","Architects and town planners (incl. Quantity surveyors and Chartered surveyors)","2016","Euro","42250"
"Median Earned Income","Kilkenny","Health professionals n.e.c.","2016","Euro","48247"
"Median Earned Income","Kilkenny","Health services and public health managers and directors","2016","Euro","66224"
"Median Earned Income","Kilkenny","Horticultural trades","2016","Euro","18837"
"Median Earned Income","Kilkenny","Hospital porters","2016","Euro","29353"
"Median Earned Income","Kilkenny","Hotel and accommodation managers and proprietors","2016","Euro","26309"
"Median Earned Income","Kilkenny","Housekeepers and related occupations","2016","Euro","13675"
"Median Earned Income","Kilkenny","Houseparents and residential wardens","2016","Euro",""
"Median Earned Income","Kilkenny","Housing officers","2016","Euro",""
"Median Earned Income","Kilkenny","Human resource managers and directors","2016","Euro","54999"
"Median Earned Income","Kilkenny","Human resources administrative occupations","2016","Euro",""
"Median Earned Income","Kilkenny","Architectural and town planning technicians (incl. Draughtspersons)","2016","Euro","39035"
"Median Earned Income","Kilkenny","Human resources and industrial relations officers","2016","Euro","30512"
"Median Earned Income","Kilkenny","Importers and exporters","2016","Euro",""
"Median Earned Income","Kilkenny","Industrial cleaning process occupations","2016","Euro",""
"Median Earned Income","Kilkenny","Information technology and telecommunications directors","2016","Euro",""
"Median Earned Income","Kilkenny","Inspectors of standards and regulations","2016","Euro","55226"
"Median Earned Income","Kilkenny","Insurance underwriters","2016","Euro","36380"
"Median Earned Income","Kilkenny","IT and telecommunications professionals n.e.c.","2016","Euro","51301"
"Median Earned Income","Kilkenny","IT business analysts, architects and systems designers","2016","Euro","56089"
"Median Earned Income","Kilkenny","IT engineers","2016","Euro","30879"
"Median Earned Income","Kilkenny","IT operations technicians","2016","Euro","33434"
"Median Earned Income","Kilkenny","Artists","2016","Euro","28075"
"Median Earned Income","Kilkenny","IT project and programme managers","2016","Euro","59987"
"Median Earned Income","Kilkenny","IT specialist managers","2016","Euro","65214"
"Median Earned Income","Kilkenny","IT user support technicians","2016","Euro","37944"
"Median Earned Income","Kilkenny","Journalists, newspaper and periodical editors","2016","Euro","30400"
"Median Earned Income","Kilkenny","Kitchen and catering assistants","2016","Euro","16898"
"Median Earned Income","Kilkenny","Laboratory technicians","2016","Euro","37359"
"Median Earned Income","Kilkenny","Large goods vehicle drivers","2016","Euro","28893"
"Median Earned Income","Kilkenny","Launderers, dry cleaners and pressers","2016","Euro","16944"
"Median Earned Income","Kilkenny","Legal associate professionals","2016","Euro","33714"
"Median Earned Income","Kilkenny","Legal professionals n.e.c.","2016","Euro",""
"Median Earned Income","Kilkenny","Arts officers, producers and directors","2016","Euro","25365"
"Median Earned Income","Kilkenny","Leisure and sports managers","2016","Euro","31839"
"Median Earned Income","Kilkenny","Leisure and theme park attendants","2016","Euro",""
"Median Earned Income","Kilkenny","Leisure and travel service occupations n.e.c.","2016","Euro","24941"
"Median Earned Income","Kilkenny","Librarians (incl. Archivists and curators)","2016","Euro","38844"
"Median Earned Income","Kilkenny","Local government administrative occupations","2016","Euro","35796"
"Median Earned Income","Kilkenny","Management consultants and business analysts","2016","Euro","54518"
"Median Earned Income","Kilkenny","Managers and directors in retail and wholesale","2016","Euro","30929"
"Median Earned Income","Kilkenny","Managers and directors in storage and warehousing","2016","Euro","37419"
"Median Earned Income","Kilkenny","Managers and directors in transport and distribution","2016","Euro","48049"
"Median Earned Income","Kilkenny","Managers and proprietors in agriculture and horticulture","2016","Euro","38433"
"Median Earned Income","Kilkenny","Assemblers (electrical and electronic products)","2016","Euro",""
"Median Earned Income","Kilkenny","Managers and proprietors in forestry, fishing and related services","2016","Euro",""
"Median Earned Income","Kilkenny","Managers and proprietors in horse-racing and related industries","2016","Euro",""
"Median Earned Income","Kilkenny","Managers and proprietors in other services n.e.c. (incl. Production managers and directors in mining and energy)","2016","Euro","39383"
"Median Earned Income","Kilkenny","Marine and waterways transport operatives","2016","Euro",""
"Median Earned Income","Kilkenny","Market and street traders and assistants","2016","Euro",""
"Median Earned Income","Kilkenny","Market research interviewers","2016","Euro",""
"Median Earned Income","Kilkenny","Marketing and sales directors","2016","Euro","55310"
"Median Earned Income","Kilkenny","Marketing associate professionals","2016","Euro","29833"
"Median Earned Income","Kilkenny","Mechanical engineers","2016","Euro","45887"
"Median Earned Income","Kilkenny","Medical and dental technicians (incl. Dental nurses)","2016","Euro","27090"
"Median Earned Income","Kilkenny","Assemblers (vehicles and metal goods) (incl. Assemblers and routine operatives n.e.c.)","2016","Euro",""
"Median Earned Income","Kilkenny","Medical practitioners","2016","Euro","101017"
"Median Earned Income","Kilkenny","Medical radiographers","2016","Euro","57185"
"Median Earned Income","Kilkenny","Merchandisers and window dressers","2016","Euro",""
"Median Earned Income","Kilkenny","Metal machining setters and setter-operators","2016","Euro",""
"Median Earned Income","Kilkenny","Metal making and treating process operatives","2016","Euro",""
"Median Earned Income","Kilkenny","Metal working machine operatives","2016","Euro",""
"Median Earned Income","Kilkenny","Metal working production and maintenance fitters","2016","Euro","40227"
"Median Earned Income","Kilkenny","Mobile machine drivers and operatives n.e.c.","2016","Euro","30989"
"Median Earned Income","Kilkenny","Moulders, core makers and die casters","2016","Euro",""
"Median Earned Income","Kilkenny","National government administrative occupations","2016","Euro","36070"
"Median Earned Income","Kilkenny","Authors, writers and translators","2016","Euro",""
"Median Earned Income","Kilkenny","Natural and social science professionals n.e.c.","2016","Euro","53973"
"Median Earned Income","Kilkenny","NCOs and other ranks in armed forces","2016","Euro","35939"
"Median Earned Income","Kilkenny","Nursery nurses and assistants and playworkers (incl. playgroup leaders)","2016","Euro","15831"
"Median Earned Income","Kilkenny","Nursing and midwifery professionals","2016","Euro","43133"
"Median Earned Income","Kilkenny","Nursing auxiliaries and assistants (incl. Ambulance staff (excl. paramedics))","2016","Euro","28544"
"Median Earned Income","Kilkenny","Occupational therapists","2016","Euro","46432"
"Median Earned Income","Kilkenny","Office managers","2016","Euro","31019"
"Median Earned Income","Kilkenny","Office supervisors","2016","Euro","35938"
"Median Earned Income","Kilkenny","Officers in armed forces","2016","Euro","61870"
"Median Earned Income","Kilkenny","Officers of non-governmental organisations","2016","Euro",""
"Median Earned Income","Kilkenny","Actuaries, economists and statisticians (incl. Business and related research professionals)","2016","Euro",""
"Median Earned Income","Kilkenny","Bakers and flour confectioners","2016","Euro","18383"
"Median Earned Income","Kilkenny","Opticians","2016","Euro","44044"
"Median Earned Income","Kilkenny","Other administrative occupations n.e.c. (incl. Records clerks and assistants, Library clerks and assistants and Typists and related keyboard occupations)","2016","Euro","26305"
"Median Earned Income","Kilkenny","Other drivers and transport operatives n.e.c.","2016","Euro",""
"Median Earned Income","Kilkenny","Other elementary services occupations n.e.c.","2016","Euro","15862"
"Median Earned Income","Kilkenny","Other skilled trades n.e.c.","2016","Euro","25910"
"Median Earned Income","Kilkenny","Packers, bottlers, canners and fillers","2016","Euro","22332"
"Median Earned Income","Kilkenny","Painters and decorators","2016","Euro","18833"
"Median Earned Income","Kilkenny","Paper and wood machine operatives","2016","Euro","45291"
"Median Earned Income","Kilkenny","Paramedics","2016","Euro","62134"
"Median Earned Income","Kilkenny","Parking and civil enforcement occupations","2016","Euro",""
"Median Earned Income","Kilkenny","Bank and post office clerks","2016","Euro","30119"
"Median Earned Income","Kilkenny","Pensions and insurance clerks and assistants","2016","Euro","29610"
"Median Earned Income","Kilkenny","Pest control officers","2016","Euro",""
"Median Earned Income","Kilkenny","Pharmaceutical technicians","2016","Euro","26445"
"Median Earned Income","Kilkenny","Pharmacists","2016","Euro","62600"
"Median Earned Income","Kilkenny","Pharmacy and other dispensing assistants","2016","Euro","19737"
"Median Earned Income","Kilkenny","Photographers, audio-visual and broadcasting equipment operators","2016","Euro","20470"
"Median Earned Income","Kilkenny","Physical scientists","2016","Euro",""
"Median Earned Income","Kilkenny","Physiotherapists","2016","Euro","42553"
"Median Earned Income","Kilkenny","Pipe fitters","2016","Euro",""
"Median Earned Income","Kilkenny","Planning, process and production technicians","2016","Euro","48660"
"Median Earned Income","Kilkenny","Bar staff","2016","Euro","15269"
"Median Earned Income","Kilkenny","Plant and machine operatives n.e.c. (incl. Process operatives n.e.c.)","2016","Euro","26476"
"Median Earned Income","Kilkenny","Plasterers","2016","Euro","17517"
"Median Earned Income","Kilkenny","Plastics process operatives","2016","Euro","39567"
"Median Earned Income","Kilkenny","Plumbers and heating and ventilating engineers","2016","Euro","30954"
"Median Earned Income","Kilkenny","Podiatrists","2016","Euro",""
"Median Earned Income","Kilkenny","Police officers (sergeant and below)","2016","Euro","62192"
"Median Earned Income","Kilkenny","Postal workers, mail sorters, messengers and couriers","2016","Euro","37510"
"Median Earned Income","Kilkenny","Precision instrument makers and repairers","2016","Euro",""
"Median Earned Income","Kilkenny","Primary and nursery education teaching professionals","2016","Euro","46783"
