"Statistic Label","County","Detailed Occupational Group","Year","UNIT","VALUE"
"Median Earned Income","Cork City","Upholsterers","2016","Euro","12835"
"Median Earned Income","Cork City","Van drivers","2016","Euro","23978"
"Median Earned Income","Cork City","Vehicle and parts salespersons and advisers","2016","Euro","36826"
"Median Earned Income","Cork City","Vehicle body builders and repairers (incl. Vehicle paint technicians)","2016","Euro","30212"
"Median Earned Income","Cork City","Business and financial project management professionals","2016","Euro","68110"
"Median Earned Income","Cork City","Vehicle technicians, mechanics and electricians (incl. Tyre, exhaust and windscreen fitters)","2016","Euro","28933"
"Median Earned Income","Cork City","Vehicle valeters and cleaners","2016","Euro","17013"
"Median Earned Income","Cork City","Veterinarians","2016","Euro","76573"
"Median Earned Income","Cork City","Veterinary nurses","2016","Euro","24571"
"Median Earned Income","Cork City","Vocational and industrial trainers and instructors","2016","Euro","40614"
"Median Earned Income","Cork City","Waiters and waitresses","2016","Euro","14230"
"Median Earned Income","Cork City","Waste disposal and environmental services managers","2016","Euro",""
"Median Earned Income","Cork City","Water and sewerage plant operatives","2016","Euro",""
"Median Earned Income","Cork City","Weavers and knitters","2016","Euro",""
"Median Earned Income","Cork City","Web design and development professionals","2016","Euro","38833"
"Median Earned Income","Cork City","Business and related associate professionals n.e.c.","2016","Euro","44581"
"Median Earned Income","Cork City","Weighers, graders and sorters","2016","Euro",""
"Median Earned Income","Cork City","Welding trades (incl. Steel erectors)","2016","Euro","33920"
"Median Earned Income","Cork City","Welfare and housing associate professionals n.e.c.","2016","Euro","46100"
"Median Earned Income","Cork City","Welfare professionals n.e.c.","2016","Euro",""
"Median Earned Income","Cork City","Window cleaners","2016","Euro",""
"Median Earned Income","Cork City","Youth and community workers","2016","Euro","34171"
"Median Earned Income","Cork City","Business sales executives","2016","Euro","36015"
"Median Earned Income","Cork City","Business, research and administrative professionals n.e.c.","2016","Euro","62835"
"Median Earned Income","Cork City","Butchers","2016","Euro","26000"
"Median Earned Income","Cork City","Buyers and procurement officers","2016","Euro","46286"
"Median Earned Income","Cork City","Call and contact centre occupations","2016","Euro","20732"
"Median Earned Income","Cork City","Care escorts","2016","Euro","8918"
"Median Earned Income","Cork City","Care workers and home carers","2016","Euro","25313"
"Median Earned Income","Cork City","Advertising and public relations directors","2016","Euro",""
"Median Earned Income","Cork City","Careers advisers and vocational guidance specialists","2016","Euro","43379"
"Median Earned Income","Cork City","Caretakers","2016","Euro","17690"
"Median Earned Income","Cork City","Carpenters and joiners","2016","Euro","33091"
"Median Earned Income","Cork City","Catering and bar managers","2016","Euro","26358"
"Median Earned Income","Cork City","Chartered and certified accountants and taxation experts","2016","Euro","45984"
"Median Earned Income","Cork City","Chartered architectural technologists","2016","Euro","36708"
"Median Earned Income","Cork City","Chefs","2016","Euro","23347"
"Median Earned Income","Cork City","Chemical and related process operatives","2016","Euro","36600"
"Median Earned Income","Cork City","Chemical scientists","2016","Euro","54023"
"Median Earned Income","Cork City","Chief executives","2016","Euro","100725"
"Median Earned Income","Cork City","Agricultural and fishing trades n.e.c.","2016","Euro",""
"Median Earned Income","Cork City","Child and early years officers","2016","Euro",""
"Median Earned Income","Cork City","Childminders and related occupations","2016","Euro","15558"
"Median Earned Income","Cork City","Civil and public service AP, PO and equivalent grades (incl. Senior officers in fire, ambulance, prison and related services)","2016","Euro","71897"
"Median Earned Income","Cork City","Civil and public service Assistant Secretary and above and senior officials","2016","Euro",""
"Median Earned Income","Cork City","Civil engineers","2016","Euro","58430"
"Median Earned Income","Cork City","Cleaners and domestics","2016","Euro","12866"
"Median Earned Income","Cork City","Cleaning and housekeeping managers and supervisors","2016","Euro","22408"
"Median Earned Income","Cork City","Clergy","2016","Euro","40584"
"Median Earned Income","Cork City","Coal mine operatives","2016","Euro",""
"Median Earned Income","Cork City","Communication operators","2016","Euro","21607"
"Median Earned Income","Cork City","Agricultural machinery drivers","2016","Euro",""
"Median Earned Income","Cork City","Conference and exhibition managers and organisers","2016","Euro","30830"
"Median Earned Income","Cork City","Conservation and environmental associate professionals","2016","Euro","45754"
"Median Earned Income","Cork City","Conservation professionals","2016","Euro",""
"Median Earned Income","Cork City","Construction and building trades n.e.c.","2016","Euro","33661"
"Median Earned Income","Cork City","Construction and building trades supervisors","2016","Euro","48293"
"Median Earned Income","Cork City","Construction operatives n.e.c. (incl. Scaffolders, stagers and riggers)","2016","Euro","31711"
"Median Earned Income","Cork City","Construction project managers and related professionals","2016","Euro","83462"
"Median Earned Income","Cork City","Cooks","2016","Euro","17930"
"Median Earned Income","Cork City","Counsellors","2016","Euro","34366"
"Median Earned Income","Cork City","Crane drivers","2016","Euro","65191"
"Median Earned Income","Cork City","Air transport operatives","2016","Euro",""
"Median Earned Income","Cork City","Credit controllers","2016","Euro","33667"
"Median Earned Income","Cork City","Customer service managers and supervisors","2016","Euro","32245"
"Median Earned Income","Cork City","Customer service occupations n.e.c.","2016","Euro","22966"
"Median Earned Income","Cork City","Debt, rent and other cash collectors","2016","Euro","37991"
"Median Earned Income","Cork City","Dental practitioners","2016","Euro","79358"
"Median Earned Income","Cork City","Design and development engineers","2016","Euro","63970"
"Median Earned Income","Cork City","Driving instructors","2016","Euro",""
"Median Earned Income","Cork City","Education advisers and school inspectors","2016","Euro","52742"
"Median Earned Income","Cork City","Educational support assistants","2016","Euro","30784"
"Median Earned Income","Cork City","Elected officers and representatives","2016","Euro","19201"
"Median Earned Income","Cork City","Air travel assistants","2016","Euro",""
"Median Earned Income","Cork City","Electrical and electronic trades n.e.c.","2016","Euro","36803"
"Median Earned Income","Cork City","Electrical and electronics technicians","2016","Euro","41234"
"Median Earned Income","Cork City","Electrical engineers (incl. Electronics engineers)","2016","Euro","61981"
"Median Earned Income","Cork City","Electricians and electrical fitters","2016","Euro","45051"
"Median Earned Income","Cork City","Electroplaters","2016","Euro",""
"Median Earned Income","Cork City","Elementary administration occupations n.e.c.","2016","Euro",""
"Median Earned Income","Cork City","Elementary cleaning occupations n.e.c.","2016","Euro",""
"Median Earned Income","Cork City","Elementary construction occupations","2016","Euro","41166"
"Median Earned Income","Cork City","Elementary occupations in horse-racing and related industries","2016","Euro",""
"Median Earned Income","Cork City","Elementary process plant occupations n.e.c.","2016","Euro","41574"
"Median Earned Income","Cork City","Air-conditioning and refrigeration engineers","2016","Euro","45249"
"Median Earned Income","Cork City","Elementary sales occupations n.e.c.","2016","Euro",""
"Median Earned Income","Cork City","Elementary security occupations n.e.c.","2016","Euro",""
"Median Earned Income","Cork City","Elementary storage occupations","2016","Euro","32775"
"Median Earned Income","Cork City","Energy plant operatives","2016","Euro","46882"
"Median Earned Income","Cork City","Engineering professionals n.e.c.","2016","Euro","57124"
"Median Earned Income","Cork City","Environment professionals","2016","Euro","53971"
"Median Earned Income","Cork City","Environmental health professionals","2016","Euro","56588"
"Median Earned Income","Cork City","Estate agents and auctioneers","2016","Euro","40498"
"Median Earned Income","Cork City","Farm workers","2016","Euro",""
"Median Earned Income","Cork City","Farmers","2016","Euro","24136"
"Median Earned Income","Cork County","Actors, entertainers and presenters (incl. Dancers and choreographers and Musicians)","2016","Euro","21184"
"Median Earned Income","Cork County","Aircraft maintenance and related trades","2016","Euro","61607"
"Median Earned Income","Cork County","Finance and investment analysts and advisers","2016","Euro","45578"
"Median Earned Income","Cork County","Finance officers","2016","Euro","51963"
"Median Earned Income","Cork County","Financial accounts managers","2016","Euro","42103"
"Median Earned Income","Cork County","Financial administrative occupations n.e.c.","2016","Euro","27410"
"Median Earned Income","Cork County","Financial and accounting technicians","2016","Euro","25817"
"Median Earned Income","Cork County","Financial institution managers and directors","2016","Euro","64172"
"Median Earned Income","Cork County","Financial managers and directors","2016","Euro","80816"
"Median Earned Income","Cork County","Fire service officers (watch manager and below)","2016","Euro","43857"
"Median Earned Income","Cork County","Fishing and other elementary agriculture occupations n.e.c.","2016","Euro","20015"
"Median Earned Income","Cork County","Fishmongers and poultry dressers","2016","Euro","24960"
"Median Earned Income","Cork County","Aircraft pilots and flight engineers (incl. Air traffic controllers)","2016","Euro","74455"
"Median Earned Income","Cork County","Fitness instructors","2016","Euro","15270"
"Median Earned Income","Cork County","Floorers and wall tilers","2016","Euro","29408"
"Median Earned Income","Cork County","Florists","2016","Euro","12737"
"Median Earned Income","Cork County","Food, drink and tobacco process operatives","2016","Euro","26702"
"Median Earned Income","Cork County","Footwear and leather working trades","2016","Euro","18857"
"Median Earned Income","Cork County","Forestry workers","2016","Euro","33062"
"Median Earned Income","Cork County","Fork-lift truck drivers","2016","Euro","29925"
"Median Earned Income","Cork County","Functional managers and directors n.e.c.","2016","Euro","59138"
"Median Earned Income","Cork County","Furniture makers and other craft woodworkers","2016","Euro","25685"
"Median Earned Income","Cork County","Further and higher education teaching professionals","2016","Euro","52959"
"Median Earned Income","Cork County","Animal care services occupations n.e.c.","2016","Euro","20000"
"Median Earned Income","Cork County","Garage managers and proprietors","2016","Euro","33678"
"Median Earned Income","Cork County","Gardeners and landscape gardeners","2016","Euro","16408"
"Median Earned Income","Cork County","Glass and ceramics makers, decorators and finishers (incl. Glass and ceramics process operatives)","2016","Euro","17940"
"Median Earned Income","Cork County","Glaziers, window fabricators and fitters","2016","Euro","27216"
"Median Earned Income","Cork County","Graphic designers (incl. Product, clothing and related designers)","2016","Euro","28296"
"Median Earned Income","Cork County","Groundsmen and greenkeepers","2016","Euro","23353"
"Median Earned Income","Cork County","Hairdressers and related services (incl. Hairdressing and beauty salon managers and proprietors)","2016","Euro","13930"
"Median Earned Income","Cork County","Health and safety officers","2016","Euro","47095"
"Median Earned Income","Cork County","Health associate professionals n.e.c.","2016","Euro","14300"
"Median Earned Income","Cork County","Health care practice managers","2016","Euro","29427"
"Median Earned Income","Cork County","Architects and town planners (incl. Quantity surveyors and Chartered surveyors)","2016","Euro","48020"
"Median Earned Income","Cork County","Health professionals n.e.c.","2016","Euro","34668"
"Median Earned Income","Cork County","Health services and public health managers and directors","2016","Euro","66962"
"Median Earned Income","Cork County","Horticultural trades","2016","Euro","18864"
"Median Earned Income","Cork County","Hospital porters","2016","Euro","34861"
"Median Earned Income","Cork County","Hotel and accommodation managers and proprietors","2016","Euro","26880"
"Median Earned Income","Cork County","Housekeepers and related occupations","2016","Euro","13933"
"Median Earned Income","Cork County","Houseparents and residential wardens","2016","Euro",""
"Median Earned Income","Cork County","Housing officers","2016","Euro","29947"
"Median Earned Income","Cork County","Human resource managers and directors","2016","Euro","63738"
"Median Earned Income","Cork County","Human resources administrative occupations","2016","Euro","29181"
"Median Earned Income","Cork County","Architectural and town planning technicians (incl. Draughtspersons)","2016","Euro","37666"
"Median Earned Income","Cork County","Human resources and industrial relations officers","2016","Euro","42654"
"Median Earned Income","Cork County","Importers and exporters","2016","Euro","39075"
"Median Earned Income","Cork County","Industrial cleaning process occupations","2016","Euro","20213"
"Median Earned Income","Cork County","Information technology and telecommunications directors","2016","Euro","138851"
"Median Earned Income","Cork County","Inspectors of standards and regulations","2016","Euro","52032"
"Median Earned Income","Cork County","Insurance underwriters","2016","Euro","36417"
"Median Earned Income","Cork County","IT and telecommunications professionals n.e.c.","2016","Euro","46116"
"Median Earned Income","Cork County","IT business analysts, architects and systems designers","2016","Euro","57752"
"Median Earned Income","Cork County","IT engineers","2016","Euro","47849"
"Median Earned Income","Cork County","IT operations technicians","2016","Euro","39715"
"Median Earned Income","Cork County","Artists","2016","Euro","13728"
"Median Earned Income","Cork County","IT project and programme managers","2016","Euro","67414"
"Median Earned Income","Cork County","IT specialist managers","2016","Euro","76423"
"Median Earned Income","Cork County","IT user support technicians","2016","Euro","43437"
"Median Earned Income","Cork County","Journalists, newspaper and periodical editors","2016","Euro","30231"
"Median Earned Income","Cork County","Kitchen and catering assistants","2016","Euro","15055"
"Median Earned Income","Cork County","Laboratory technicians","2016","Euro","49613"
"Median Earned Income","Cork County","Large goods vehicle drivers","2016","Euro","29640"
"Median Earned Income","Cork County","Launderers, dry cleaners and pressers","2016","Euro","16677"
"Median Earned Income","Cork County","Legal associate professionals","2016","Euro","34124"
"Median Earned Income","Cork County","Legal professionals n.e.c.","2016","Euro","91725"
"Median Earned Income","Cork County","Arts officers, producers and directors","2016","Euro","28932"
"Median Earned Income","Cork County","Leisure and sports managers","2016","Euro","27837"
"Median Earned Income","Cork County","Leisure and theme park attendants","2016","Euro","13947"
"Median Earned Income","Cork County","Leisure and travel service occupations n.e.c.","2016","Euro","15444"
"Median Earned Income","Cork County","Librarians (incl. Archivists and curators)","2016","Euro","28423"
"Median Earned Income","Cork County","Local government administrative occupations","2016","Euro","33873"
"Median Earned Income","Cork County","Management consultants and business analysts","2016","Euro","46410"
"Median Earned Income","Cork County","Managers and directors in retail and wholesale","2016","Euro","30765"
"Median Earned Income","Cork County","Managers and directors in storage and warehousing","2016","Euro","41263"
"Median Earned Income","Cork County","Managers and directors in transport and distribution","2016","Euro","42900"
"Median Earned Income","Cork County","Managers and proprietors in agriculture and horticulture","2016","Euro","34029"
"Median Earned Income","Cork County","Assemblers (electrical and electronic products)","2016","Euro","25380"
"Median Earned Income","Cork County","Managers and proprietors in forestry, fishing and related services","2016","Euro","61906"
"Median Earned Income","Cork County","Managers and proprietors in horse-racing and related industries","2016","Euro","34611"
"Median Earned Income","Cork County","Managers and proprietors in other services n.e.c. (incl. Production managers and directors in mining and energy)","2016","Euro","40606"
"Median Earned Income","Cork County","Marine and waterways transport operatives","2016","Euro","34092"
"Median Earned Income","Cork County","Market and street traders and assistants","2016","Euro",""
"Median Earned Income","Cork County","Market research interviewers","2016","Euro",""
"Median Earned Income","Cork County","Marketing and sales directors","2016","Euro","76144"
"Median Earned Income","Cork County","Marketing associate professionals","2016","Euro","28700"
"Median Earned Income","Cork County","Mechanical engineers","2016","Euro","55338"
"Median Earned Income","Cork County","Medical and dental technicians (incl. Dental nurses)","2016","Euro","21726"
"Median Earned Income","Cork County","Assemblers (vehicles and metal goods) (incl. Assemblers and routine operatives n.e.c.)","2016","Euro","31164"
"Median Earned Income","Cork County","Medical practitioners","2016","Euro","109540"
"Median Earned Income","Cork County","Medical radiographers","2016","Euro","51491"
"Median Earned Income","Cork County","Merchandisers and window dressers","2016","Euro","17355"
"Median Earned Income","Cork County","Metal machining setters and setter-operators","2016","Euro","54404"
"Median Earned Income","Cork County","Metal making and treating process operatives","2016","Euro",""
"Median Earned Income","Cork County","Metal working machine operatives","2016","Euro","32284"
"Median Earned Income","Cork County","Metal working production and maintenance fitters","2016","Euro","47723"
"Median Earned Income","Cork County","Mobile machine drivers and operatives n.e.c.","2016","Euro","31272"
"Median Earned Income","Cork County","Moulders, core makers and die casters","2016","Euro","34017"
"Median Earned Income","Cork County","National government administrative occupations","2016","Euro","33545"
"Median Earned Income","Cork County","Authors, writers and translators","2016","Euro","40104"
"Median Earned Income","Cork County","Natural and social science professionals n.e.c.","2016","Euro","55631"
"Median Earned Income","Cork County","NCOs and other ranks in armed forces","2016","Euro","42917"
"Median Earned Income","Cork County","Nursery nurses and assistants and playworkers (incl. playgroup leaders)","2016","Euro","14724"
"Median Earned Income","Cork County","Nursing and midwifery professionals","2016","Euro","41940"
"Median Earned Income","Cork County","Nursing auxiliaries and assistants (incl. Ambulance staff (excl. paramedics))","2016","Euro","30970"
"Median Earned Income","Cork County","Occupational therapists","2016","Euro","38486"
"Median Earned Income","Cork County","Office managers","2016","Euro","31405"
"Median Earned Income","Cork County","Office supervisors","2016","Euro","40307"
"Median Earned Income","Cork County","Officers in armed forces","2016","Euro","61236"
"Median Earned Income","Cork County","Officers of non-governmental organisations","2016","Euro","30723"
"Median Earned Income","Cork County","Actuaries, economists and statisticians (incl. Business and related research professionals)","2016","Euro","37490"
"Median Earned Income","Cork County","Bakers and flour confectioners","2016","Euro","23331"
"Median Earned Income","Cork County","Opticians","2016","Euro","42807"
"Median Earned Income","Cork County","Other administrative occupations n.e.c. (incl. Records clerks and assistants, Library clerks and assistants and Typists and related keyboard occupations)","2016","Euro","25236"
"Median Earned Income","Cork County","Other drivers and transport operatives n.e.c.","2016","Euro","31483"
"Median Earned Income","Cork County","Other elementary services occupations n.e.c.","2016","Euro","15885"
"Median Earned Income","Cork County","Other skilled trades n.e.c.","2016","Euro","25410"
"Median Earned Income","Cork County","Packers, bottlers, canners and fillers","2016","Euro","24394"
"Median Earned Income","Cork County","Painters and decorators","2016","Euro","27552"
"Median Earned Income","Cork County","Paper and wood machine operatives","2016","Euro","27399"
"Median Earned Income","Cork County","Paramedics","2016","Euro","62461"
"Median Earned Income","Cork County","Parking and civil enforcement occupations","2016","Euro","32530"
"Median Earned Income","Cork County","Bank and post office clerks","2016","Euro","33014"
"Median Earned Income","Cork County","Pensions and insurance clerks and assistants","2016","Euro","30126"
"Median Earned Income","Cork County","Pest control officers","2016","Euro",""
"Median Earned Income","Cork County","Pharmaceutical technicians","2016","Euro","48205"
"Median Earned Income","Cork County","Pharmacists","2016","Euro","57240"
"Median Earned Income","Cork County","Pharmacy and other dispensing assistants","2016","Euro","18387"
"Median Earned Income","Cork County","Photographers, audio-visual and broadcasting equipment operators","2016","Euro","20727"
"Median Earned Income","Cork County","Physical scientists","2016","Euro","62076"
"Median Earned Income","Cork County","Physiotherapists","2016","Euro","38750"
"Median Earned Income","Cork County","Pipe fitters","2016","Euro","51028"
"Median Earned Income","Cork County","Planning, process and production technicians","2016","Euro","63427"
"Median Earned Income","Cork County","Bar staff","2016","Euro","14154"
"Median Earned Income","Cork County","Plant and machine operatives n.e.c. (incl. Process operatives n.e.c.)","2016","Euro","29464"
"Median Earned Income","Cork County","Plasterers","2016","Euro","21427"
"Median Earned Income","Cork County","Plastics process operatives","2016","Euro","26173"
"Median Earned Income","Cork County","Plumbers and heating and ventilating engineers","2016","Euro","33468"
"Median Earned Income","Cork County","Podiatrists","2016","Euro","28800"
"Median Earned Income","Cork County","Police officers (sergeant and below)","2016","Euro","60447"
"Median Earned Income","Cork County","Postal workers, mail sorters, messengers and couriers","2016","Euro","38561"
"Median Earned Income","Cork County","Precision instrument makers and repairers","2016","Euro","52939"
"Median Earned Income","Cork County","Primary and nursery education teaching professionals","2016","Euro","45478"
"Median Earned Income","Cork County","Print finishing and binding workers","2016","Euro","26415"
"Median Earned Income","Cork County","Barristers and judges (incl. Solicitors)","2016","Euro","52702"
"Median Earned Income","Cork County","Printers (incl. Pre-press technicians and Printing machine assistants)","2016","Euro","32150"
"Median Earned Income","Cork County","Prison service officers (below principal officer)","2016","Euro",""
"Median Earned Income","Cork County","Probation officers","2016","Euro",""
"Median Earned Income","Cork County","Production and process engineers","2016","Euro","65813"
"Median Earned Income","Cork County","Production managers and directors in construction","2016","Euro","52538"
"Median Earned Income","Cork County","Production managers and directors in manufacturing","2016","Euro","66121"
"Median Earned Income","Cork County","Programmers and software development professionals","2016","Euro","52576"
"Median Earned Income","Cork County","Protective service associate professionals n.e.c.","2016","Euro","42726"
"Median Earned Income","Cork County","Psychologists","2016","Euro","58443"
"Median Earned Income","Cork County","Public relations professionals","2016","Euro","29513"
"Median Earned Income","Cork County","Biological scientists and biochemists","2016","Euro","55304"
"Median Earned Income","Cork County","Public services associate professionals","2016","Euro","51542"
"Median Earned Income","Cork County","Publicans and managers of licensed premises","2016","Euro","29344"
"Median Earned Income","Cork County","Purchasing managers and directors","2016","Euro","60976"
"Median Earned Income","Cork County","Quality assurance and regulatory professionals","2016","Euro","72125"
"Median Earned Income","Cork County","Quality assurance technicians","2016","Euro","48478"
"Median Earned Income","Cork County","Quality control and planning engineers","2016","Euro","55556"
"Median Earned Income","Cork County","Quarry workers and related operatives","2016","Euro","34979"
"Median Earned Income","Cork County","Rail and rolling stock builders and repairers","2016","Euro",""
"Median Earned Income","Cork County","Rail construction and maintenance operatives","2016","Euro",""
"Median Earned Income","Cork County","Rail transport operatives","2016","Euro","43131"
"Median Earned Income","Cork County","Boat and ship builders and repairers","2016","Euro","32534"
"Median Earned Income","Cork County","Rail travel assistants","2016","Euro",""
"Median Earned Income","Cork County","Refuse and salvage occupations","2016","Euro","23644"
"Median Earned Income","Cork County","Research and development managers","2016","Euro","78821"
"Median Earned Income","Cork County","Residential, day and domiciliary care managers and proprietors","2016","Euro","39588"
"Median Earned Income","Cork County","Restaurant and catering establishment managers and proprietors","2016","Euro","23601"
"Median Earned Income","Cork County","Road construction operatives","2016","Euro","34840"
"Median Earned Income","Cork County","Roofers, roof tilers and slaters","2016","Euro","33968"
"Median Earned Income","Cork County","Roundspersons and van salespersons","2016","Euro","27396"
"Median Earned Income","Cork County","Routine inspectors and testers","2016","Euro","42870"
"Median Earned Income","Cork County","Rubber process operatives","2016","Euro",""
"Median Earned Income","Cork County","Book-keepers, payroll managers and wages clerks","2016","Euro","26942"
"Median Earned Income","Cork County","Sales accounts and business development managers","2016","Euro","54247"
"Median Earned Income","Cork County","Sales administrators","2016","Euro","28173"
"Median Earned Income","Cork County","Sales and retail assistants, cashiers and checkout operators (incl. Shelf fillers)","2016","Euro","17198"
"Median Earned Income","Cork County","Sales related occupations n.e.c. (incl. Estimators, valuers and assessors and Collector salespersons and credit agents)","2016","Euro","31123"
"Median Earned Income","Cork County","Sales supervisors","2016","Euro","24348"
"Median Earned Income","Cork County","School midday and crossing patrol occupations","2016","Euro","6783"
"Median Earned Income","Cork County","Science, engineering and production technicians n.e.c.","2016","Euro","41592"
"Median Earned Income","Cork County","Secondary education teaching professionals","2016","Euro","52370"
"Median Earned Income","Cork County","Secretarial and related occupations","2016","Euro","18881"
"Median Earned Income","Cork County","Security guards and related occupations","2016","Euro","28252"
"Median Earned Income","Cork County","Bricklayers and masons","2016","Euro","25156"
"Median Earned Income","Cork County","Senior care workers","2016","Euro",""
"Median Earned Income","Cork County","Senior police officers","2016","Euro","81983"
"Median Earned Income","Cork County","Senior professionals of educational establishments","2016","Euro","73454"
"Median Earned Income","Cork County","Sewing machinists","2016","Euro","15101"
"Median Earned Income","Cork County","Sheet metal workers","2016","Euro","35140"
"Median Earned Income","Cork County","Ship and hovercraft officers","2016","Euro","50644"
"Median Earned Income","Cork County","Shopkeepers and proprietors – wholesale and retail","2016","Euro","27384"
"Median Earned Income","Cork County","Skilled metal, electrical and electronic trades supervisors","2016","Euro","56050"
"Median Earned Income","Cork County","Skilled workers in horse-racing and related industries","2016","Euro","17669"
"Median Earned Income","Cork County","Smiths and forge workers (incl. Metal plate workers, and riveters)","2016","Euro","25050"
"Median Earned Income","Cork County","Brokers","2016","Euro","38470"
"Median Earned Income","Cork County","Social and humanities scientists","2016","Euro","30367"
"Median Earned Income","Cork County","Social services managers and directors","2016","Euro","53232"
"Median Earned Income","Cork County","Social workers","2016","Euro","41282"
"Median Earned Income","Cork County","Speech and language therapists","2016","Euro","39016"
"Median Earned Income","Cork County","Sports and leisure assistants","2016","Euro","15904"
"Median Earned Income","Cork County","Sports coaches, instructors and officials","2016","Euro","15600"
"Median Earned Income","Cork County","Sports players","2016","Euro","20370"
"Median Earned Income","Cork County","Stock control clerks and assistants","2016","Euro","36684"
"Median Earned Income","Cork County","Street cleaners","2016","Euro",""
"Median Earned Income","Cork County","Tailors and dressmakers","2016","Euro","14439"
"Median Earned Income","Cork County","Building and civil engineering technicians (incl. Engineering technicians)","2016","Euro","51646"
"Median Earned Income","Cork County","Taxi and cab drivers and chauffeurs","2016","Euro","14798"
"Median Earned Income","Cork County","Teaching assistants","2016","Euro","10172"
"Median Earned Income","Cork County","Teaching, special needs, and other educational professionals n.e.c.","2016","Euro","29418"
"Median Earned Income","Cork County","Telecommunications engineers","2016","Euro","51275"
"Median Earned Income","Cork County","Telephone salespersons","2016","Euro","23783"
"Median Earned Income","Cork County","Telephonists","2016","Euro","17189"
"Median Earned Income","Cork County","Textile process operatives","2016","Euro","25532"
"Median Earned Income","Cork County","Textiles, garments and related trades n.e.c.","2016","Euro",""
"Median Earned Income","Cork County","Therapy professionals n.e.c.","2016","Euro","23656"
"Median Earned Income","Cork County","Tool makers, tool fitters and markers-out","2016","Euro","34924"
"Median Earned Income","Cork County","Advertising accounts managers and creative directors","2016","Euro","44697"
"Median Earned Income","Cork County","Bus and coach drivers","2016","Euro","14808"
"Median Earned Income","Cork County","Train and tram drivers","2016","Euro",""
"Median Earned Income","Cork County","Transport and distribution clerks and assistants","2016","Euro","32530"
"Median Earned Income","Cork County","Travel agency managers and proprietors","2016","Euro","44444"
"Median Earned Income","Cork County","Travel agents","2016","Euro","21971"
"Median Earned Income","Cork County","TV, video and audio engineers","2016","Euro","40417"
"Median Earned Income","Cork County","Undertakers, mortuary and crematorium assistants","2016","Euro","37635"
"Median Earned Income","Cork County","Upholsterers","2016","Euro","17318"
"Median Earned Income","Cork County","Van drivers","2016","Euro","24143"
"Median Earned Income","Cork County","Vehicle and parts salespersons and advisers","2016","Euro","30724"
"Median Earned Income","Cork County","Vehicle body builders and repairers (incl. Vehicle paint technicians)","2016","Euro","20191"
"Median Earned Income","Cork County","Business and financial project management professionals","2016","Euro","69435"
"Median Earned Income","Cork County","Vehicle technicians, mechanics and electricians (incl. Tyre, exhaust and windscreen fitters)","2016","Euro","26500"
"Median Earned Income","Cork County","Vehicle valeters and cleaners","2016","Euro","19538"
"Median Earned Income","Cork County","Veterinarians","2016","Euro","54697"
"Median Earned Income","Cork County","Veterinary nurses","2016","Euro","21131"
"Median Earned Income","Cork County","Vocational and industrial trainers and instructors","2016","Euro","40170"
"Median Earned Income","Cork County","Waiters and waitresses","2016","Euro","12124"
"Median Earned Income","Cork County","Waste disposal and environmental services managers","2016","Euro","41935"
"Median Earned Income","Cork County","Water and sewerage plant operatives","2016","Euro","40923"
"Median Earned Income","Cork County","Weavers and knitters","2016","Euro","29487"
"Median Earned Income","Cork County","Web design and development professionals","2016","Euro","37531"
"Median Earned Income","Cork County","Business and related associate professionals n.e.c.","2016","Euro","45341"
"Median Earned Income","Cork County","Weighers, graders and sorters","2016","Euro","29252"
"Median Earned Income","Cork County","Welding trades (incl. Steel erectors)","2016","Euro","34738"
"Median Earned Income","Cork County","Welfare and housing associate professionals n.e.c.","2016","Euro","34350"
"Median Earned Income","Cork County","Welfare professionals n.e.c.","2016","Euro",""
"Median Earned Income","Cork County","Window cleaners","2016","Euro",""
"Median Earned Income","Cork County","Youth and community workers","2016","Euro","32177"
"Median Earned Income","Cork County","Business sales executives","2016","Euro","37412"
"Median Earned Income","Cork County","Business, research and administrative professionals n.e.c.","2016","Euro",""
"Median Earned Income","Cork County","Butchers","2016","Euro","25360"
"Median Earned Income","Cork County","Buyers and procurement officers","2016","Euro","45648"
"Median Earned Income","Cork County","Call and contact centre occupations","2016","Euro","18545"
"Median Earned Income","Cork County","Care escorts","2016","Euro","9737"
"Median Earned Income","Cork County","Care workers and home carers","2016","Euro","24080"
"Median Earned Income","Cork County","Advertising and public relations directors","2016","Euro",""
"Median Earned Income","Cork County","Careers advisers and vocational guidance specialists","2016","Euro","42546"
"Median Earned Income","Cork County","Caretakers","2016","Euro","12141"
"Median Earned Income","Cork County","Carpenters and joiners","2016","Euro","27723"
"Median Earned Income","Cork County","Catering and bar managers","2016","Euro","25220"
"Median Earned Income","Cork County","Chartered and certified accountants and taxation experts","2016","Euro","46602"
"Median Earned Income","Cork County","Chartered architectural technologists","2016","Euro","27548"
"Median Earned Income","Cork County","Chefs","2016","Euro","22644"
"Median Earned Income","Cork County","Chemical and related process operatives","2016","Euro","56319"
"Median Earned Income","Cork County","Chemical scientists","2016","Euro","55523"
"Median Earned Income","Cork County","Chief executives","2016","Euro","94630"
"Median Earned Income","Cork County","Agricultural and fishing trades n.e.c.","2016","Euro","28777"
"Median Earned Income","Cork County","Child and early years officers","2016","Euro",""
"Median Earned Income","Cork County","Childminders and related occupations","2016","Euro","14057"
